Region/Country/Area,Area,Year,Series,Value
862,Venezuela (Boliv. Rep. of),2005,Percentage of individuals using the internet,12.6
862,Venezuela (Boliv. Rep. of),2010,Percentage of individuals using the internet,37.4
862,Venezuela (Boliv. Rep. of),2015,Percentage of individuals using the internet,58
704,Viet Nam,2000,Percentage of individuals using the internet,0.3
704,Viet Nam,2005,Percentage of individuals using the internet,12.7
704,Viet Nam,2010,Percentage of individuals using the internet,30.7
704,Viet Nam,2015,Percentage of individuals using the internet,45
704,Viet Nam,2019,Percentage of individuals using the internet,68.7
704,Viet Nam,2020,Percentage of individuals using the internet,70.3
704,Viet Nam,2021,Percentage of individuals using the internet,74.2
876,Wallis and Futuna Islands,2000,Percentage of individuals using the internet,4.8
876,Wallis and Futuna Islands,2005,Percentage of individuals using the internet,6.7
876,Wallis and Futuna Islands,2010,Percentage of individuals using the internet,8.2
887,Yemen,2000,Percentage of individuals using the internet,0.1
887,Yemen,2005,Percentage of individuals using the internet,1
887,Yemen,2010,Percentage of individuals using the internet,12.4
887,Yemen,2015,Percentage of individuals using the internet,24.1
894,Zambia,2000,Percentage of individuals using the internet,0.2
894,Zambia,2005,Percentage of individuals using the internet,1.3
894,Zambia,2010,Percentage of individuals using the internet,3
894,Zambia,2015,Percentage of individuals using the internet,8.8
894,Zambia,2019,Percentage of individuals using the internet,16.8
894,Zambia,2020,Percentage of individuals using the internet,18.1
894,Zambia,2021,Percentage of individuals using the internet,21.2
716,Zimbabwe,2000,Percentage of individuals using the internet,0.4
716,Zimbabwe,2005,Percentage of individuals using the internet,2.4
716,Zimbabwe,2010,Percentage of individuals using the internet,6.4
716,Zimbabwe,2015,Percentage of individuals using the internet,22.7
716,Zimbabwe,2019,Percentage of individuals using the internet,26.6
716,Zimbabwe,2020,Percentage of individuals using the internet,29.3
716,Zimbabwe,2021,Percentage of individuals using the internet,34.8
199,LDC§,2000,Percentage of individuals using the internet,0.4
199,LDC§,2005,Percentage of individuals using the internet,0.7
199,LDC§,2010,Percentage of individuals using the internet,3.3
199,LDC§,2015,Percentage of individuals using the internet,10.7
199,LDC§,2019,Percentage of individuals using the internet,23.5
199,LDC§,2020,Percentage of individuals using the internet,27.6
199,LDC§,2021,Percentage of individuals using the internet,31.2
